CourseCode,TeacherId,ReportedHours,AssignedHours,CompKey
I-2740,19901026-0111,124.0,140.0,TEAS_I-2740_19901026-0111
I-2741,19600814-0002,255.0,260.0,TEAS_I-2741_19600814-0002
I-2741,19790426-0049,126.0,140.0,TEAS_I-2741_19790426-0049
I-2741,19921123-0108,114.0,120.0,TEAS_I-2741_19921123-0108
I-2742,19620831-0024,275.0,260.0,TEAS_I-2742_19620831-0024
I-2742,19770713-0042,91.0,100.0,TEAS_I-2742_19770713-0042
I-2743,19560612-0010,290.0,280.0,TEAS_I-2743_19560612-0010
I-2743,19790708-0041,131.0,140.0,TEAS_I-2743_19790708-0041
I-2744,19690513-0015,221.0,240.0,TEAS_I-2744_19690513-0015
I-2744,19781130-0054,128.0,140.0,TEAS_I-2744_19781130-0054
I-2744,19920504-0093,110.0,100.0,TEAS_I-2744_19920504-0093
I-2745,19580218-0007,270.0,280.0,TEAS_I-2745_19580218-0007
I-2745,19750220-0037,100.0,100.0,TEAS_I-2745_19750220-0037
I-2745,19930508-0061,123.0,120.0,TEAS_I-2745_19930508-0061
I-2746,19580218-0007,251.0,260.0,TEAS_I-2746_19580218-0007
I-2746,19750102-0059,137.0,140.0,TEAS_I-2746_19750102-0059
I-2746,19910817-0092,112.0,100.0,TEAS_I-2746_19910817-0092
I-2747,19640414-0013,249.0,240.0,TEAS_I-2747_19640414-0013
I-2747,19750102-0059,121.0,140.0,TEAS_I-2747_19750102-0059
I-2748,19570826-0012,276.0,280.0,TEAS_I-2748_19570826-0012
I-2748,19750122-0056,130.0,120.0,TEAS_I-2748_19750122-0056
I-2748,19910403-0103,106.0,100.0,TEAS_I-2748_19910403-0103
I-2749,19620522-0023,220.0,240.0,TEAS_I-2749_19620522-0023
I-2749,19780602-0035,109.0,120.0,TEAS_I-2749_19780602-0035
I-2750,19570826-0012,221.0,240.0,TEAS_I-2750_19570826-0012
I-2750,19751018-0039,135.0,140.0,TEAS_I-2750_19751018-0039
I-2751,19580515-0017,277.0,260.0,TEAS_I-2751_19580515-0017
I-2751,19750417-0051,84.0,100.0,TEAS_I-2751_19750417-0051
I-2752,19690513-0015,264.0,260.0,TEAS_I-2752_19690513-0015
I-2752,19750906-0032,80.0,100.0,TEAS_I-2752_19750906-0032
I-2752,19920217-0098,113.0,120.0,TEAS_I-2752_19920217-0098
I-2753,19620424-0026,238.0,240.0,TEAS_I-2753_19620424-0026
I-2753,19781217-0053,108.0,120.0,TEAS_I-2753_19781217-0053
I-2753,19930616-0127,112.0,120.0,TEAS_I-2753_19930616-0127
I-2754,19690513-0015,224.0,240.0,TEAS_I-2754_19690513-0015
I-2754,19761009-0055,108.0,100.0,TEAS_I-2754_19761009-0055
I-2755,19650303-0019,263.0,260.0,TEAS_I-2755_19650303-0019
I-2755,19780424-0057,96.0,100.0,TEAS_I-2755_19780424-0057
I-2755,19930512-0117,132.0,120.0,TEAS_I-2755_19930512-0117
I-2756,19580515-0017,225.0,240.0,TEAS_I-2756_19580515-0017
I-2756,19781125-0031,83.0,100.0,TEAS_I-2756_19781125-0031
I-2756,19921127-0120,158.0,140.0,TEAS_I-2756_19921127-0120
I-2757,19660630-0020,269.0,260.0,TEAS_I-2757_19660630-0020
I-2757,19750331-0036,152.0,140.0,TEAS_I-2757_19750331-0036
I-2758,19690408-0009,282.0,280.0,TEAS_I-2758_19690408-0009
I-2758,19750705-0033,104.0,100.0,TEAS_I-2758_19750705-0033
I-2759,19600529-0021,223.0,240.0,TEAS_I-2759_19600529-0021
I-2759,19761024-0034,102.0,120.0,TEAS_I-2759_19761024-0034
I-2759,19900701-0113,108.0,120.0,TEAS_I-2759_19900701-0113
I-2760,19611219-0014,230.0,240.0,TEAS_I-2760_19611219-0014
I-2760,19771013-0040,140.0,120.0,TEAS_I-2760_19771013-0040
I-2760,19900211-0140,120.0,120.0,TEAS_I-2760_19900211-0140
I-2761,19610623-0005,264.0,260.0,TEAS_I-2761_19610623-0005
I-2761,19761009-0055,140.0,120.0,TEAS_I-2761_19761009-0055
I-2761,19921208-0097,118.0,120.0,TEAS_I-2761_19921208-0097
I-2762,19570615-0011,246.0,240.0,TEAS_I-2762_19570615-0011
I-2762,19761020-0044,119.0,100.0,TEAS_I-2762_19761020-0044
I-2762,19920505-0115,95.0,100.0,TEAS_I-2762_19920505-0115
I-2763,19570615-0011,260.0,280.0,TEAS_I-2763_19570615-0011
I-2763,19750722-0060,96.0,100.0,TEAS_I-2763_19750722-0060
I-2764,19620831-0024,270.0,280.0,TEAS_I-2764_19620831-0024
I-2764,19750417-0051,138.0,140.0,TEAS_I-2764_19750417-0051
I-2765,19590129-0004,281.0,280.0,TEAS_I-2765_19590129-0004
I-2765,19770713-0042,118.0,120.0,TEAS_I-2765_19770713-0042
I-2766,19590129-0004,246.0,240.0,TEAS_I-2766_19590129-0004
I-2766,19750102-0059,92.0,100.0,TEAS_I-2766_19750102-0059
I-2766,19900616-0124,93.0,100.0,TEAS_I-2766_19900616-0124
I-2767,19560612-0010,265.0,280.0,TEAS_I-2767_19560612-0010
I-2767,19790717-0045,130.0,140.0,TEAS_I-2767_19790717-0045
I-2768,19610620-0006,269.0,260.0,TEAS_I-2768_19610620-0006
I-2768,19790426-0049,139.0,120.0,TEAS_I-2768_19790426-0049
I-2769,19660630-0020,299.0,280.0,TEAS_I-2769_19660630-0020
I-2769,19750512-0043,129.0,140.0,TEAS_I-2769_19750512-0043
I-2770,19570826-0012,283.0,280.0,TEAS_I-2770_19570826-0012
I-2770,19790618-0048,148.0,140.0,TEAS_I-2770_19790618-0048
I-2770,19911025-0091,124.0,120.0,TEAS_I-2770_19911025-0091
I-2771,19690917-0022,275.0,260.0,TEAS_I-2771_19690917-0022
I-2771,19760108-0050,114.0,100.0,TEAS_I-2771_19760108-0050
I-2771,19900201-0074,130.0,120.0,TEAS_I-2771_19900201-0074
I-2772,19560812-0016,243.0,260.0,TEAS_I-2772_19560812-0016
I-2772,19750705-0033,116.0,120.0,TEAS_I-2772_19750705-0033
I-2772,19910327-0096,150.0,140.0,TEAS_I-2772_19910327-0096
I-2773,19620522-0023,263.0,280.0,TEAS_I-2773_19620522-0023
I-2773,19750722-0060,125.0,120.0,TEAS_I-2773_19750722-0060
I-2774,19650303-0019,295.0,280.0,TEAS_I-2774_19650303-0019
I-2774,19780602-0035,99.0,100.0,TEAS_I-2774_19780602-0035
I-2774,19900201-0074,92.0,100.0,TEAS_I-2774_19900201-0074
I-2775,19600814-0002,299.0,280.0,TEAS_I-2775_19600814-0002
I-2775,19750122-0056,134.0,120.0,TEAS_I-2775_19750122-0056
I-2776,19560705-0025,241.0,240.0,TEAS_I-2776_19560705-0025
I-2776,19750220-0037,114.0,100.0,TEAS_I-2776_19750220-0037
I-2776,19910404-0102,112.0,100.0,TEAS_I-2776_19910404-0102
I-2777,19560812-0016,270.0,280.0,TEAS_I-2777_19560812-0016
I-2777,19780424-0057,131.0,140.0,TEAS_I-2777_19780424-0057
I-2778,19600529-0021,240.0,240.0,TEAS_I-2778_19600529-0021
I-2778,19790717-0045,153.0,140.0,TEAS_I-2778_19790717-0045
I-2779,19630126-0001,271.0,260.0,TEAS_I-2779_19630126-0001
I-2779,19750331-0036,104.0,100.0,TEAS_I-2779_19750331-0036
I-2779,19930228-0086,109.0,120.0,TEAS_I-2779_19930228-0086
I-2780,19640414-0013,227.0,240.0,TEAS_I-2780_19640414-0013
I-2780,19760108-0050,134.0,140.0,TEAS_I-2780_19760108-0050
I-2780,19930302-0135,118.0,100.0,TEAS_I-2780_19930302-0135
I-2781,19570826-0012,247.0,240.0,TEAS_I-2781_19570826-0012
I-2781,19770224-0058,159.0,140.0,TEAS_I-2781_19770224-0058
I-2782,19610623-0005,297.0,280.0,TEAS_I-2782_19610623-0005
I-2782,19750417-0051,129.0,140.0,TEAS_I-2782_19750417-0051
I-2783,19610620-0006,257.0,240.0,TEAS_I-2783_19610620-0006
I-2783,19781125-0031,91.0,100.0,TEAS_I-2783_19781125-0031
I-2784,19580515-0017,280.0,280.0,TEAS_I-2784_19580515-0017
I-2784,19761024-0034,111.0,100.0,TEAS_I-2784_19761024-0034
I-2785,19590129-0004,257.0,260.0,TEAS_I-2785_19590129-0004
I-2785,19780602-0035,159.0,140.0,TEAS_I-2785_19780602-0035
I-2786,19660630-0020,230.0,240.0,TEAS_I-2786_19660630-0020
I-2786,19781125-0031,83.0,100.0,TEAS_I-2786_19781125-0031
I-2787,19600905-0003,250.0,240.0,TEAS_I-2787_19600905-0003
I-2787,19751018-0039,91.0,100.0,TEAS_I-2787_19751018-0039
I-2788,19640220-0029,245.0,260.0,TEAS_I-2788_19640220-0029
I-2788,19790618-0048,122.0,140.0,TEAS_I-2788_19790618-0048
I-2789,19570615-0011,272.0,260.0,TEAS_I-2789_19570615-0011
I-2789,19750722-0060,145.0,140.0,TEAS_I-2789_19750722-0060
I-2789,19920320-0121,132.0,120.0,TEAS_I-2789_19920320-0121
I-2790,19620424-0026,272.0,280.0,TEAS_I-2790_19620424-0026
I-2790,19790708-0041,108.0,100.0,TEAS_I-2790_19790708-0041
I-2790,19920826-0088,139.0,120.0,TEAS_I-2790_19920826-0088
I-2791,19620522-0023,245.0,260.0,TEAS_I-2791_19620522-0023
I-2791,19781217-0053,153.0,140.0,TEAS_I-2791_19781217-0053
I-2792,19610918-0027,236.0,240.0,TEAS_I-2792_19610918-0027
I-2792,19790717-0045,121.0,140.0,TEAS_I-2792_19790717-0045
I-2792,19920217-0098,149.0,140.0,TEAS_I-2792_19920217-0098
I-2793,19600814-0002,278.0,280.0,TEAS_I-2793_19600814-0002
I-2793,19781125-0031,126.0,140.0,TEAS_I-2793_19781125-0031
I-2794,19570615-0011,264.0,260.0,TEAS_I-2794_19570615-0011
I-2794,19760524-0046,111.0,120.0,TEAS_I-2794_19760524-0046
I-2794,19910206-0081,114.0,100.0,TEAS_I-2794_19910206-0081
I-2795,19580515-0017,261.0,280.0,TEAS_I-2795_19580515-0017
I-2795,19790717-0045,106.0,120.0,TEAS_I-2795_19790717-0045
I-2796,19580515-0017,284.0,280.0,TEAS_I-2796_19580515-0017
I-2796,19781217-0053,107.0,100.0,TEAS_I-2796_19781217-0053
I-2797,19690408-0009,247.0,240.0,TEAS_I-2797_19690408-0009
I-2797,19760108-0050,88.0,100.0,TEAS_I-2797_19760108-0050
I-2797,19930508-0061,125.0,120.0,TEAS_I-2797_19930508-0061
I-2798,19600814-0002,294.0,280.0,TEAS_I-2798_19600814-0002
I-2798,19760524-0046,110.0,120.0,TEAS_I-2798_19760524-0046
I-2799,19610918-0027,241.0,260.0,TEAS_I-2799_19610918-0027
I-2799,19750220-0037,130.0,140.0,TEAS_I-2799_19750220-0037
I-2800,19640414-0013,296.0,280.0,TEAS_I-2800_19640414-0013
I-2800,19780815-0047,140.0,140.0,TEAS_I-2800_19780815-0047
I-2801,19650303-0019,273.0,280.0,TEAS_I-2801_19650303-0019
I-2801,19790618-0048,113.0,100.0,TEAS_I-2801_19790618-0048
I-2801,19920826-0088,137.0,120.0,TEAS_I-2801_19920826-0088
I-2802,19630126-0001,278.0,260.0,TEAS_I-2802_19630126-0001
I-2802,19780317-0052,109.0,120.0,TEAS_I-2802_19780317-0052
I-2803,19570615-0011,248.0,240.0,TEAS_I-2803_19570615-0011
I-2803,19750705-0033,82.0,100.0,TEAS_I-2803_19750705-0033
I-2804,19600814-0002,290.0,280.0,TEAS_I-2804_19600814-0002
I-2804,19750122-0056,82.0,100.0,TEAS_I-2804_19750122-0056
I-2805,19561222-0030,244.0,240.0,TEAS_I-2805_19561222-0030
I-2805,19760108-0050,122.0,120.0,TEAS_I-2805_19760108-0050
I-2806,19570826-0012,286.0,280.0,TEAS_I-2806_19570826-0012
I-2806,19750512-0043,136.0,140.0,TEAS_I-2806_19750512-0043
I-2806,19911025-0091,142.0,140.0,TEAS_I-2806_19911025-0091
I-2807,19560705-0025,251.0,260.0,TEAS_I-2807_19560705-0025
I-2807,19750705-0033,132.0,120.0,TEAS_I-2807_19750705-0033
I-2808,19570615-0011,288.0,280.0,TEAS_I-2808_19570615-0011
I-2808,19750220-0037,113.0,100.0,TEAS_I-2808_19750220-0037
I-2808,19921002-0129,107.0,120.0,TEAS_I-2808_19921002-0129
I-2809,19620424-0026,262.0,280.0,TEAS_I-2809_19620424-0026
I-2809,19780424-0057,98.0,100.0,TEAS_I-2809_19780424-0057
I-2809,19900902-0090,86.0,100.0,TEAS_I-2809_19900902-0090
I-2810,19600529-0021,261.0,280.0,TEAS_I-2810_19600529-0021
I-2810,19750512-0043,103.0,120.0,TEAS_I-2810_19750512-0043
I-2810,19920122-0065,80.0,100.0,TEAS_I-2810_19920122-0065
I-2811,19630126-0001,272.0,280.0,TEAS_I-2811_19630126-0001
I-2811,19750102-0059,137.0,140.0,TEAS_I-2811_19750102-0059
I-2812,19640220-0029,276.0,280.0,TEAS_I-2812_19640220-0029
I-2812,19750705-0033,95.0,100.0,TEAS_I-2812_19750705-0033
I-2812,19901029-0071,132.0,120.0,TEAS_I-2812_19901029-0071
I-2813,19660630-0020,228.0,240.0,TEAS_I-2813_19660630-0020
I-2813,19780602-0035,109.0,120.0,TEAS_I-2813_19780602-0035
I-2814,19690917-0022,261.0,260.0,TEAS_I-2814_19690917-0022
I-2814,19780424-0057,116.0,100.0,TEAS_I-2814_19780424-0057
I-2814,19900520-0063,125.0,120.0,TEAS_I-2814_19900520-0063
I-2815,19610620-0006,236.0,240.0,TEAS_I-2815_19610620-0006
I-2815,19750331-0036,139.0,140.0,TEAS_I-2815_19750331-0036
I-2815,19900701-0138,92.0,100.0,TEAS_I-2815_19900701-0138
I-2816,19620522-0023,277.0,280.0,TEAS_I-2816_19620522-0023
I-2816,19750705-0033,143.0,140.0,TEAS_I-2816_19750705-0033
I-2817,19600814-0002,246.0,260.0,TEAS_I-2817_19600814-0002
I-2817,19781217-0053,83.0,100.0,TEAS_I-2817_19781217-0053
I-2817,19901002-0085,120.0,120.0,TEAS_I-2817_19901002-0085
I-2818,19580218-0007,273.0,280.0,TEAS_I-2818_19580218-0007
I-2818,19780815-0047,96.0,100.0,TEAS_I-2818_19780815-0047
I-2819,19650303-0019,291.0,280.0,TEAS_I-2819_19650303-0019
I-2819,19780815-0047,117.0,100.0,TEAS_I-2819_19780815-0047
I-2819,19930709-0100,114.0,120.0,TEAS_I-2819_19930709-0100
I-2820,19580515-0017,260.0,240.0,TEAS_I-2820_19580515-0017
I-2820,19771013-0040,136.0,140.0,TEAS_I-2820_19771013-0040
I-2820,19901219-0125,118.0,100.0,TEAS_I-2820_19901219-0125
I-2821,19610623-0005,267.0,260.0,TEAS_I-2821_19610623-0005
I-2821,19781130-0054,105.0,100.0,TEAS_I-2821_19781130-0054
I-2821,19920917-0109,123.0,140.0,TEAS_I-2821_19920917-0109
I-2822,19570828-0008,272.0,260.0,TEAS_I-2822_19570828-0008
I-2822,19750705-0033,100.0,100.0,TEAS_I-2822_19750705-0033
I-2823,19660630-0020,277.0,260.0,TEAS_I-2823_19660630-0020
I-2823,19750331-0036,101.0,120.0,TEAS_I-2823_19750331-0036
I-2823,19920602-0073,128.0,120.0,TEAS_I-2823_19920602-0073
I-2824,19580218-0007,290.0,280.0,TEAS_I-2824_19580218-0007
I-2824,19761024-0034,138.0,120.0,TEAS_I-2824_19761024-0034
I-2825,19560705-0025,235.0,240.0,TEAS_I-2825_19560705-0025
I-2825,19781217-0053,81.0,100.0,TEAS_I-2825_19781217-0053
I-2826,19620522-0023,223.0,240.0,TEAS_I-2826_19620522-0023
I-2826,19790708-0041,125.0,140.0,TEAS_I-2826_19790708-0041
I-2827,19610918-0027,265.0,280.0,TEAS_I-2827_19610918-0027
I-2827,19750512-0043,109.0,100.0,TEAS_I-2827_19750512-0043
I-2827,19910817-0092,120.0,120.0,TEAS_I-2827_19910817-0092
I-2828,19560705-0025,279.0,280.0,TEAS_I-2828_19560705-0025
I-2828,19790702-0038,130.0,140.0,TEAS_I-2828_19790702-0038
I-2829,19570826-0012,266.0,260.0,TEAS_I-2829_19570826-0012
I-2829,19750906-0032,107.0,100.0,TEAS_I-2829_19750906-0032
I-2829,19900211-0140,138.0,140.0,TEAS_I-2829_19900211-0140
I-2830,19561222-0030,273.0,260.0,TEAS_I-2830_19561222-0030
I-2830,19780815-0047,140.0,140.0,TEAS_I-2830_19780815-0047
I-2831,19620522-0023,249.0,260.0,TEAS_I-2831_19620522-0023
I-2831,19790717-0045,131.0,120.0,TEAS_I-2831_19790717-0045
I-2832,19560812-0016,220.0,240.0,TEAS_I-2832_19560812-0016
I-2832,19761020-0044,122.0,140.0,TEAS_I-2832_19761020-0044
I-2832,19900430-0112,113.0,120.0,TEAS_I-2832_19900430-0112
I-2833,19620522-0023,284.0,280.0,TEAS_I-2833_19620522-0023
I-2833,19750705-0033,114.0,100.0,TEAS_I-2833_19750705-0033
I-2833,19910214-0084,134.0,120.0,TEAS_I-2833_19910214-0084
I-2834,19600529-0021,266.0,260.0,TEAS_I-2834_19600529-0021
I-2834,19761020-0044,153.0,140.0,TEAS_I-2834_19761020-0044
I-2835,19640414-0013,268.0,260.0,TEAS_I-2835_19640414-0013
I-2835,19780602-0035,154.0,140.0,TEAS_I-2835_19780602-0035
I-2835,19920226-0075,109.0,120.0,TEAS_I-2835_19920226-0075
I-2836,19570615-0011,220.0,240.0,TEAS_I-2836_19570615-0011
I-2836,19750122-0056,113.0,120.0,TEAS_I-2836_19750122-0056
I-2836,19900801-0130,149.0,140.0,TEAS_I-2836_19900801-0130
I-2837,19590129-0004,249.0,240.0,TEAS_I-2837_19590129-0004
I-2837,19750722-0060,136.0,120.0,TEAS_I-2837_19750722-0060
I-2838,19561222-0030,256.0,240.0,TEAS_I-2838_19561222-0030
I-2838,19760524-0046,125.0,120.0,TEAS_I-2838_19760524-0046
I-2839,19620424-0026,251.0,260.0,TEAS_I-2839_19620424-0026
I-2839,19781125-0031,159.0,140.0,TEAS_I-2839_19781125-0031
I-2839,19920828-0070,117.0,100.0,TEAS_I-2839_19920828-0070
I-2840,19590129-0004,288.0,280.0,TEAS_I-2840_19590129-0004
I-2840,19761009-0055,107.0,120.0,TEAS_I-2840_19761009-0055
I-2841,19650303-0019,266.0,260.0,TEAS_I-2841_19650303-0019
I-2841,19761009-0055,83.0,100.0,TEAS_I-2841_19761009-0055
I-2842,19600814-0002,271.0,280.0,TEAS_I-2842_19600814-0002
I-2842,19781217-0053,130.0,140.0,TEAS_I-2842_19781217-0053
I-2842,19921127-0120,83.0,100.0,TEAS_I-2842_19921127-0120
I-2843,19640220-0029,225.0,240.0,TEAS_I-2843_19640220-0029
I-2843,19790702-0038,133.0,140.0,TEAS_I-2843_19790702-0038
I-2844,19570828-0008,270.0,260.0,TEAS_I-2844_19570828-0008
I-2844,19781217-0053,96.0,100.0,TEAS_I-2844_19781217-0053
I-2844,19900321-0080,81.0,100.0,TEAS_I-2844_19900321-0080
I-2845,19620831-0024,242.0,260.0,TEAS_I-2845_19620831-0024
I-2845,19750705-0033,134.0,120.0,TEAS_I-2845_19750705-0033
I-2845,19910206-0081,133.0,140.0,TEAS_I-2845_19910206-0081
I-2846,19690408-0009,294.0,280.0,TEAS_I-2846_19690408-0009
I-2846,19750906-0032,127.0,120.0,TEAS_I-2846_19750906-0032
I-2846,19910403-0131,124.0,140.0,TEAS_I-2846_19910403-0131
I-2847,19600529-0021,254.0,240.0,TEAS_I-2847_19600529-0021
I-2847,19790426-0049,140.0,140.0,TEAS_I-2847_19790426-0049
I-2847,19901108-0087,110.0,120.0,TEAS_I-2847_19901108-0087
I-2848,19690513-0015,263.0,280.0,TEAS_I-2848_19690513-0015
I-2848,19750122-0056,111.0,120.0,TEAS_I-2848_19750122-0056
I-2849,19620831-0024,271.0,280.0,TEAS_I-2849_19620831-0024
I-2849,19750705-0033,146.0,140.0,TEAS_I-2849_19750705-0033
I-2850,19630126-0001,271.0,260.0,TEAS_I-2850_19630126-0001
I-2850,19790702-0038,103.0,100.0,TEAS_I-2850_19790702-0038
I-2851,19611219-0014,248.0,260.0,TEAS_I-2851_19611219-0014
I-2851,19780424-0057,136.0,120.0,TEAS_I-2851_19780424-0057
I-2852,19690917-0022,277.0,280.0,TEAS_I-2852_19690917-0022
I-2852,19761009-0055,157.0,140.0,TEAS_I-2852_19761009-0055
I-2852,19921002-0129,127.0,140.0,TEAS_I-2852_19921002-0129
I-2853,19640414-0013,278.0,280.0,TEAS_I-2853_19640414-0013
I-2853,19780317-0052,100.0,120.0,TEAS_I-2853_19780317-0052
I-2853,19910214-0084,124.0,120.0,TEAS_I-2853_19910214-0084
I-2854,19600814-0002,278.0,280.0,TEAS_I-2854_19600814-0002
I-2854,19750512-0043,101.0,100.0,TEAS_I-2854_19750512-0043
I-2854,19901029-0071,116.0,120.0,TEAS_I-2854_19901029-0071
I-2855,19600529-0021,280.0,280.0,TEAS_I-2855_19600529-0021
I-2855,19760108-0050,82.0,100.0,TEAS_I-2855_19760108-0050
I-2855,19920206-0072,90.0,100.0,TEAS_I-2855_19920206-0072
I-2856,19580218-0007,225.0,240.0,TEAS_I-2856_19580218-0007
I-2856,19750906-0032,135.0,120.0,TEAS_I-2856_19750906-0032
I-2856,19921208-0097,143.0,140.0,TEAS_I-2856_19921208-0097
I-2857,19560812-0016,296.0,280.0,TEAS_I-2857_19560812-0016
I-2857,19750102-0059,144.0,140.0,TEAS_I-2857_19750102-0059
I-2857,19931212-0079,113.0,120.0,TEAS_I-2857_19931212-0079
I-2858,19650303-0019,228.0,240.0,TEAS_I-2858_19650303-0019
I-2858,19750512-0043,114.0,120.0,TEAS_I-2858_19750512-0043
I-2859,19610918-0027,283.0,280.0,TEAS_I-2859_19610918-0027
I-2859,19761009-0055,140.0,120.0,TEAS_I-2859_19761009-0055
I-2859,19920828-0070,139.0,120.0,TEAS_I-2859_19920828-0070
I-2860,19600529-0021,232.0,240.0,TEAS_I-2860_19600529-0021
I-2860,19781125-0031,129.0,120.0,TEAS_I-2860_19781125-0031
I-2861,19561222-0030,229.0,240.0,TEAS_I-2861_19561222-0030
I-2861,19750220-0037,85.0,100.0,TEAS_I-2861_19750220-0037
I-2861,19921123-0108,124.0,120.0,TEAS_I-2861_19921123-0108
I-2862,19600905-0003,230.0,240.0,TEAS_I-2862_19600905-0003
I-2862,19761020-0044,152.0,140.0,TEAS_I-2862_19761020-0044
I-2863,19690917-0022,297.0,280.0,TEAS_I-2863_19690917-0022
I-2863,19780317-0052,109.0,120.0,TEAS_I-2863_19780317-0052
I-2864,19620424-0026,227.0,240.0,TEAS_I-2864_19620424-0026
I-2864,19750331-0036,111.0,100.0,TEAS_I-2864_19750331-0036
I-2864,19921123-0108,138.0,140.0,TEAS_I-2864_19921123-0108
I-2865,19570615-0011,300.0,280.0,TEAS_I-2865_19570615-0011
I-2865,19760524-0046,152.0,140.0,TEAS_I-2865_19760524-0046
I-2865,19930709-0100,99.0,100.0,TEAS_I-2865_19930709-0100
I-2866,19630126-0001,244.0,240.0,TEAS_I-2866_19630126-0001
I-2866,19750705-0033,100.0,120.0,TEAS_I-2866_19750705-0033
I-2867,19570826-0012,288.0,280.0,TEAS_I-2867_19570826-0012
I-2867,19761024-0034,90.0,100.0,TEAS_I-2867_19761024-0034
I-2868,19561222-0030,267.0,260.0,TEAS_I-2868_19561222-0030
I-2868,19750102-0059,105.0,120.0,TEAS_I-2868_19750102-0059
I-2869,19630126-0001,247.0,260.0,TEAS_I-2869_19630126-0001
I-2869,19760108-0050,133.0,120.0,TEAS_I-2869_19760108-0050
I-2869,19920217-0098,82.0,100.0,TEAS_I-2869_19920217-0098
I-2870,19600529-0021,267.0,260.0,TEAS_I-2870_19600529-0021
I-2870,19750705-0033,160.0,140.0,TEAS_I-2870_19750705-0033
I-2871,19570826-0012,266.0,260.0,TEAS_I-2871_19570826-0012
I-2871,19760524-0046,120.0,120.0,TEAS_I-2871_19760524-0046
I-2872,19560812-0016,264.0,280.0,TEAS_I-2872_19560812-0016
I-2872,19780815-0047,117.0,100.0,TEAS_I-2872_19780815-0047
I-2872,19900902-0090,115.0,100.0,TEAS_I-2872_19900902-0090
I-2873,19620424-0026,280.0,260.0,TEAS_I-2873_19620424-0026
I-2873,19781125-0031,123.0,120.0,TEAS_I-2873_19781125-0031
I-2874,19690408-0009,279.0,260.0,TEAS_I-2874_19690408-0009
I-2874,19790702-0038,117.0,120.0,TEAS_I-2874_19790702-0038
I-2875,19640220-0029,281.0,280.0,TEAS_I-2875_19640220-0029
I-2875,19780602-0035,106.0,120.0,TEAS_I-2875_19780602-0035
I-2876,19560705-0025,289.0,280.0,TEAS_I-2876_19560705-0025
I-2876,19750102-0059,117.0,120.0,TEAS_I-2876_19750102-0059
I-2877,19640414-0013,248.0,240.0,TEAS_I-2877_19640414-0013
I-2877,19760524-0046,101.0,100.0,TEAS_I-2877_19760524-0046
I-2878,19610918-0027,270.0,260.0,TEAS_I-2878_19610918-0027
I-2878,19770224-0058,86.0,100.0,TEAS_I-2878_19770224-0058
I-2879,19570828-0008,225.0,240.0,TEAS_I-2879_19570828-0008
I-2879,19771013-0040,109.0,120.0,TEAS_I-2879_19771013-0040
I-2880,19630126-0001,260.0,260.0,TEAS_I-2880_19630126-0001
I-2880,19760524-0046,127.0,140.0,TEAS_I-2880_19760524-0046
I-2881,19590129-0004,232.0,240.0,TEAS_I-2881_19590129-0004
I-2881,19760108-0050,138.0,120.0,TEAS_I-2881_19760108-0050
I-2881,19900201-0074,89.0,100.0,TEAS_I-2881_19900201-0074
I-2882,19600814-0002,275.0,280.0,TEAS_I-2882_19600814-0002
I-2882,19790618-0048,97.0,100.0,TEAS_I-2882_19790618-0048
I-2882,19920206-0072,96.0,100.0,TEAS_I-2882_19920206-0072
I-2883,19690513-0015,260.0,280.0,TEAS_I-2883_19690513-0015
I-2883,19790717-0045,128.0,140.0,TEAS_I-2883_19790717-0045
I-2883,19910514-0068,105.0,100.0,TEAS_I-2883_19910514-0068
I-2884,19610918-0027,273.0,260.0,TEAS_I-2884_19610918-0027
I-2884,19750220-0037,143.0,140.0,TEAS_I-2884_19750220-0037
I-2885,19610918-0027,262.0,280.0,TEAS_I-2885_19610918-0027
I-2885,19761024-0034,135.0,120.0,TEAS_I-2885_19761024-0034
I-2886,19650303-0019,260.0,240.0,TEAS_I-2886_19650303-0019
I-2886,19750722-0060,96.0,100.0,TEAS_I-2886_19750722-0060
I-2886,19900211-0140,113.0,100.0,TEAS_I-2886_19900211-0140
I-2887,19640414-0013,259.0,240.0,TEAS_I-2887_19640414-0013
I-2887,19780815-0047,158.0,140.0,TEAS_I-2887_19780815-0047
I-2887,19900430-0112,82.0,100.0,TEAS_I-2887_19900430-0112
I-2888,19561222-0030,254.0,240.0,TEAS_I-2888_19561222-0030
I-2888,19761020-0044,153.0,140.0,TEAS_I-2888_19761020-0044
I-2888,19900124-0064,118.0,100.0,TEAS_I-2888_19900124-0064
I-2889,19570826-0012,231.0,240.0,TEAS_I-2889_19570826-0012
I-2889,19790708-0041,112.0,100.0,TEAS_I-2889_19790708-0041
I-2889,19931118-0062,97.0,100.0,TEAS_I-2889_19931118-0062
I-2890,19601021-0018,251.0,240.0,TEAS_I-2890_19601021-0018
I-2890,19750220-0037,151.0,140.0,TEAS_I-2890_19750220-0037
I-2890,19901108-0087,134.0,120.0,TEAS_I-2890_19901108-0087
I-2891,19590129-0004,264.0,280.0,TEAS_I-2891_19590129-0004
I-2891,19750705-0033,112.0,120.0,TEAS_I-2891_19750705-0033
I-2892,19560705-0025,242.0,240.0,TEAS_I-2892_19560705-0025
I-2892,19780424-0057,81.0,100.0,TEAS_I-2892_19780424-0057
I-2893,19590129-0004,225.0,240.0,TEAS_I-2893_19590129-0004
