CourseInstance,StudentId,Status,Grade,CompKey22
I-3923,19990531-0094,completed,4.0,R_I-3923_19990531-0094
I-2278,19990531-0094,not started,,R_I-2278_19990531-0094
I-476,19990531-0094,not started,,R_I-476_19990531-0094
I-3927,19990531-0094,not started,,R_I-3927_19990531-0094
I-4043,19990531-0094,withdrawn,,R_I-4043_19990531-0094
I-5211,19990531-0094,not started,,R_I-5211_19990531-0094
I-4047,19990531-0094,registered,,R_I-4047_19990531-0094
I-4793,19990531-0094,completed,5.0,R_I-4793_19990531-0094
I-4045,19990531-0094,completed,5.0,R_I-4045_19990531-0094
I-4049,19990531-0094,not started,,R_I-4049_19990531-0094
I-4050,19990531-0094,completed,5.0,R_I-4050_19990531-0094
I-4048,19990531-0094,not started,,R_I-4048_19990531-0094
I-175,19970408-0095,registered,,R_I-175_19970408-0095
I-374,19970408-0095,not started,,R_I-374_19970408-0095
I-375,19970408-0095,withdrawn,,R_I-375_19970408-0095
I-376,19970408-0095,registered,,R_I-376_19970408-0095
I-383,19970408-0095,withdrawn,,R_I-383_19970408-0095
I-494,19970408-0095,withdrawn,,R_I-494_19970408-0095
I-495,19970408-0095,completed,5.0,R_I-495_19970408-0095
I-496,19970408-0095,not started,,R_I-496_19970408-0095
I-3962,19970408-0095,registered,,R_I-3962_19970408-0095
I-833,19970408-0095,not started,,R_I-833_19970408-0095
I-720,19970408-0095,withdrawn,,R_I-720_19970408-0095
I-3132,19970408-0095,registered,,R_I-3132_19970408-0095
I-2284,19990427-0096,withdrawn,,R_I-2284_19990427-0096
I-2285,19990427-0096,not started,,R_I-2285_19990427-0096
I-2287,19990427-0096,withdrawn,,R_I-2287_19990427-0096
I-2286,19990427-0096,registered,,R_I-2286_19990427-0096
I-2396,19990427-0096,completed,5.0,R_I-2396_19990427-0096
I-286,19990427-0096,registered,,R_I-286_19990427-0096
I-2398,19990427-0096,not started,,R_I-2398_19990427-0096
I-2403,19990427-0096,completed,5.0,R_I-2403_19990427-0096
I-4682,19990518-0097,withdrawn,,R_I-4682_19990518-0097
I-5309,19990518-0097,registered,,R_I-5309_19990518-0097
I-5310,19990518-0097,withdrawn,,R_I-5310_19990518-0097
I-5312,19990518-0097,not started,,R_I-5312_19990518-0097
I-5311,19990518-0097,withdrawn,,R_I-5311_19990518-0097
I-1556,19990518-0097,registered,,R_I-1556_19990518-0097
I-918,19990518-0097,registered,,R_I-918_19990518-0097
I-1862,19990518-0097,completed,5.0,R_I-1862_19990518-0097
I-5431,19990518-0097,not started,,R_I-5431_19990518-0097
I-3911,19960704-0098,registered,,R_I-3911_19960704-0098
I-33,19960704-0098,registered,,R_I-33_19960704-0098
I-36,19960704-0098,completed,4.0,R_I-36_19960704-0098
I-4329,19960704-0098,completed,3.0,R_I-4329_19960704-0098
I-460,19960704-0098,completed,4.0,R_I-460_19960704-0098
I-149,19960704-0098,not started,,R_I-149_19960704-0098
I-3817,19960704-0098,not started,,R_I-3817_19960704-0098
I-151,19960704-0098,withdrawn,,R_I-151_19960704-0098
I-2165,19960704-0098,not started,,R_I-2165_19960704-0098
I-152,19960704-0098,not started,,R_I-152_19960704-0098
I-159,19960704-0098,withdrawn,,R_I-159_19960704-0098
I-1214,19960704-0098,completed,4.0,R_I-1214_19960704-0098
I-3103,19960704-0098,registered,,R_I-3103_19960704-0098
I-157,19960704-0098,registered,,R_I-157_19960704-0098
I-262,19960704-0098,registered,,R_I-262_19960704-0098
I-264,19960704-0098,completed,5.0,R_I-264_19960704-0098
I-265,19960704-0098,withdrawn,,R_I-265_19960704-0098
I-2481,19960704-0098,completed,4.0,R_I-2481_19960704-0098
I-1329,19960621-0099,not started,,R_I-1329_19960621-0099
I-1330,19960621-0099,completed,3.0,R_I-1330_19960621-0099
I-1331,19960621-0099,registered,,R_I-1331_19960621-0099
I-1332,19960621-0099,not started,,R_I-1332_19960621-0099
I-4791,19960621-0099,completed,3.0,R_I-4791_19960621-0099
I-1334,19960621-0099,withdrawn,,R_I-1334_19960621-0099
I-1335,19960621-0099,registered,,R_I-1335_19960621-0099
I-1338,19960621-0099,completed,5.0,R_I-1338_19960621-0099
I-5000,19960621-0099,withdrawn,,R_I-5000_19960621-0099
I-1452,19960621-0099,not started,,R_I-1452_19960621-0099
I-1453,19960621-0099,withdrawn,,R_I-1453_19960621-0099
I-1454,19960621-0099,registered,,R_I-1454_19960621-0099
I-1456,19960621-0099,registered,,R_I-1456_19960621-0099
I-1616,19980203-0100,completed,3.0,R_I-1616_19980203-0100
I-5286,19980203-0100,registered,,R_I-5286_19980203-0100
I-4235,19980203-0100,withdrawn,,R_I-4235_19980203-0100
I-5290,19980203-0100,completed,5.0,R_I-5290_19980203-0100
I-5400,19980203-0100,not started,,R_I-5400_19980203-0100
I-5401,19980203-0100,registered,,R_I-5401_19980203-0100
I-2474,19980203-0100,completed,4.0,R_I-2474_19980203-0100
I-4139,19980203-0100,not started,,R_I-4139_19980203-0100
I-3317,19960101-0101,withdrawn,,R_I-3317_19960101-0101
I-2488,19960101-0101,completed,5.0,R_I-2488_19960101-0101
I-5426,19960101-0101,registered,,R_I-5426_19960101-0101
I-2490,19960101-0101,withdrawn,,R_I-2490_19960101-0101
I-2602,19960101-0101,completed,3.0,R_I-2602_19960101-0101
I-1240,19960101-0101,completed,5.0,R_I-1240_19960101-0101
I-1018,19960101-0101,not started,,R_I-1018_19960101-0101
I-1023,19960101-0101,registered,,R_I-1023_19960101-0101
I-3733,19950821-0102,completed,5.0,R_I-3733_19950821-0102
I-374,19950821-0102,registered,,R_I-374_19950821-0102
I-375,19950821-0102,withdrawn,,R_I-375_19950821-0102
I-376,19950821-0102,registered,,R_I-376_19950821-0102
I-3532,19950821-0102,registered,,R_I-3532_19950821-0102
I-494,19950821-0102,completed,3.0,R_I-494_19950821-0102
I-2605,19950821-0102,not started,,R_I-2605_19950821-0102
I-496,19950821-0102,registered,,R_I-496_19950821-0102
I-612,19950821-0102,completed,3.0,R_I-612_19950821-0102
I-1768,19950821-0102,completed,5.0,R_I-1768_19950821-0102
I-3135,19950821-0102,completed,5.0,R_I-3135_19950821-0102
I-1466,19950821-0102,withdrawn,,R_I-1466_19950821-0102
I-184,19970806-0103,completed,4.0,R_I-184_19970806-0103
I-2293,19970806-0103,completed,3.0,R_I-2293_19970806-0103
I-3333,19970806-0103,completed,4.0,R_I-3333_19970806-0103
I-1977,19970806-0103,not started,,R_I-1977_19970806-0103
I-400,19970806-0103,completed,5.0,R_I-400_19970806-0103
I-1251,19970806-0103,not started,,R_I-1251_19970806-0103
I-3539,19970806-0103,withdrawn,,R_I-3539_19970806-0103
I-2093,19970806-0103,completed,4.0,R_I-2093_19970806-0103
I-1575,19970806-0103,completed,3.0,R_I-1575_19970806-0103
I-2211,19970806-0103,not started,,R_I-2211_19970806-0103
I-1885,19970806-0103,withdrawn,,R_I-1885_19970806-0103
I-5133,19970806-0103,not started,,R_I-5133_19970806-0103
I-2212,19970806-0103,registered,,R_I-2212_19970806-0103
I-4181,19970806-0103,completed,4.0,R_I-4181_19970806-0103
I-2207,19970806-0103,not started,,R_I-2207_19970806-0103
I-4286,19970806-0103,not started,,R_I-4286_19970806-0103
I-1573,19970806-0103,withdrawn,,R_I-1573_19970806-0103
I-1355,19960123-0104,withdrawn,,R_I-1355_19960123-0104
I-4273,19960123-0104,withdrawn,,R_I-4273_19960123-0104
I-834,19960123-0104,withdrawn,,R_I-834_19960123-0104
I-512,19960123-0104,registered,,R_I-512_19960123-0104
I-4176,19960123-0104,withdrawn,,R_I-4176_19960123-0104
I-1570,19960123-0104,completed,3.0,R_I-1570_19960123-0104
I-1765,19960123-0104,not started,,R_I-1765_19960123-0104
I-4179,19960123-0104,not started,,R_I-4179_19960123-0104
I-4283,19960123-0104,completed,4.0,R_I-4283_19960123-0104
I-3968,19960123-0104,withdrawn,,R_I-3968_19960123-0104
I-1042,19960123-0104,completed,4.0,R_I-1042_19960123-0104
I-4287,19960123-0104,registered,,R_I-4287_19960123-0104
I-3023,19970630-0105,completed,5.0,R_I-3023_19970630-0105
I-2713,19970630-0105,withdrawn,,R_I-2713_19970630-0105
I-610,19970630-0105,registered,,R_I-610_19970630-0105
I-2715,19970630-0105,registered,,R_I-2715_19970630-0105
I-2822,19970630-0105,registered,,R_I-2822_19970630-0105
I-2823,19970630-0105,withdrawn,,R_I-2823_19970630-0105
I-2308,19970630-0105,withdrawn,,R_I-2308_19970630-0105
I-2201,19970630-0105,registered,,R_I-2201_19970630-0105
I-3629,19950316-0106,not started,,R_I-3629_19950316-0106
I-2916,19950316-0106,not started,,R_I-2916_19950316-0106
I-5314,19950316-0106,withdrawn,,R_I-5314_19950316-0106
I-2915,19950316-0106,withdrawn,,R_I-2915_19950316-0106
I-1648,19950316-0106,withdrawn,,R_I-1648_19950316-0106
I-381,19950316-0106,not started,,R_I-381_19950316-0106
I-275,19950316-0106,completed,3.0,R_I-275_19950316-0106
I-4887,19950316-0106,registered,,R_I-4887_19950316-0106
I-71,19950316-0106,completed,3.0,R_I-71_19950316-0106
I-3319,19950316-0106,withdrawn,,R_I-3319_19950316-0106
I-2926,19950316-0106,not started,,R_I-2926_19950316-0106
I-3024,19950316-0106,not started,,R_I-3024_19950316-0106
I-3845,19950316-0106,completed,3.0,R_I-3845_19950316-0106
I-3026,19950316-0106,not started,,R_I-3026_19950316-0106
I-2055,19981226-0107,registered,,R_I-2055_19981226-0107
I-1943,19981226-0107,completed,3.0,R_I-1943_19981226-0107
I-3708,19981226-0107,withdrawn,,R_I-3708_19981226-0107
I-1210,19981226-0107,completed,4.0,R_I-1210_19981226-0107
I-1741,19981226-0107,completed,4.0,R_I-1741_19981226-0107
I-2059,19981226-0107,registered,,R_I-2059_19981226-0107
I-2062,19981226-0107,completed,4.0,R_I-2062_19981226-0107
I-56,19981226-0107,not started,,R_I-56_19981226-0107
I-2707,19981226-0107,completed,3.0,R_I-2707_19981226-0107
I-1647,19981226-0107,registered,,R_I-1647_19981226-0107
I-491,19981226-0107,registered,,R_I-491_19981226-0107
I-705,19981226-0107,registered,,R_I-705_19981226-0107
I-3848,19960818-0108,completed,3.0,R_I-3848_19960818-0108
I-2516,19960818-0108,registered,,R_I-2516_19960818-0108
I-3853,19960818-0108,not started,,R_I-3853_19960818-0108
I-3851,19960818-0108,completed,3.0,R_I-3851_19960818-0108
I-3237,19960818-0108,registered,,R_I-3237_19960818-0108
I-3858,19960818-0108,not started,,R_I-3858_19960818-0108
I-3131,19960818-0108,not started,,R_I-3131_19960818-0108
I-2200,19960818-0108,withdrawn,,R_I-2200_19960818-0108
I-3855,19960818-0108,not started,,R_I-3855_19960818-0108
I-5242,19960818-0108,completed,3.0,R_I-5242_19960818-0108
I-4714,19960818-0108,withdrawn,,R_I-4714_19960818-0108
I-3656,19960818-0108,not started,,R_I-3656_19960818-0108
I-3969,19960818-0108,registered,,R_I-3969_19960818-0108
I-4081,19960818-0108,not started,,R_I-4081_19960818-0108
I-4291,19960818-0108,registered,,R_I-4291_19960818-0108
I-2320,19960818-0108,withdrawn,,R_I-2320_19960818-0108
I-4086,19960818-0108,not started,,R_I-4086_19960818-0108
I-3292,19970805-0109,registered,,R_I-3292_19970805-0109
I-2671,19970805-0109,withdrawn,,R_I-2671_19970805-0109
I-2887,19970805-0109,completed,3.0,R_I-2887_19970805-0109
I-2886,19970805-0109,withdrawn,,R_I-2886_19970805-0109
I-1309,19970805-0109,completed,5.0,R_I-1309_19970805-0109
I-2997,19970805-0109,registered,,R_I-2997_19970805-0109
I-4139,19970805-0109,not started,,R_I-4139_19970805-0109
I-3097,19970805-0109,not started,,R_I-3097_19970805-0109
I-3428,19960118-0110,completed,5.0,R_I-3428_19960118-0110
I-2920,19960118-0110,registered,,R_I-2920_19960118-0110
I-4680,19960118-0110,withdrawn,,R_I-4680_19960118-0110
I-4681,19960118-0110,not started,,R_I-4681_19960118-0110
I-4169,19960118-0110,withdrawn,,R_I-4169_19960118-0110
I-4798,19960118-0110,completed,4.0,R_I-4798_19960118-0110
I-4800,19960118-0110,withdrawn,,R_I-4800_19960118-0110
I-4804,19960118-0110,registered,,R_I-4804_19960118-0110
I-4906,19960118-0110,withdrawn,,R_I-4906_19960118-0110
I-4907,19960118-0110,completed,3.0,R_I-4907_19960118-0110
I-4911,19960118-0110,completed,4.0,R_I-4911_19960118-0110
I-5333,19960118-0110,withdrawn,,R_I-5333_19960118-0110
I-1522,19950511-0111,not started,,R_I-1522_19950511-0111
I-3105,19950511-0111,withdrawn,,R_I-3105_19950511-0111
I-1531,19950511-0111,registered,,R_I-1531_19950511-0111
I-1530,19950511-0111,not started,,R_I-1530_19950511-0111
I-1529,19950511-0111,completed,4.0,R_I-1529_19950511-0111
I-1524,19950511-0111,registered,,R_I-1524_19950511-0111
I-2675,19950511-0111,withdrawn,,R_I-2675_19950511-0111
I-1730,19950511-0111,not started,,R_I-1730_19950511-0111
I-1527,19950511-0111,not started,,R_I-1527_19950511-0111
I-1528,19950511-0111,completed,5.0,R_I-1528_19950511-0111
I-5412,19950511-0111,not started,,R_I-5412_19950511-0111
I-1954,19950511-0111,not started,,R_I-1954_19950511-0111
I-1636,19950511-0111,withdrawn,,R_I-1636_19950511-0111
I-1634,19950511-0111,not started,,R_I-1634_19950511-0111
I-1635,19950511-0111,completed,3.0,R_I-1635_19950511-0111
I-1637,19950511-0111,not started,,R_I-1637_19950511-0111
I-1641,19950511-0111,completed,4.0,R_I-1641_19950511-0111
I-1640,19950511-0111,registered,,R_I-1640_19950511-0111
I-1638,19950511-0111,withdrawn,,R_I-1638_19950511-0111
I-5011,19990530-0112,withdrawn,,R_I-5011_19990530-0112
I-5123,19990530-0112,not started,,R_I-5123_19990530-0112
I-5016,19990530-0112,not started,,R_I-5016_19990530-0112
I-189,19990530-0112,registered,,R_I-189_19990530-0112
I-3137,19990530-0112,completed,4.0,R_I-3137_19990530-0112
I-720,19990530-0112,not started,,R_I-720_19990530-0112
I-5018,19990530-0112,completed,5.0,R_I-5018_19990530-0112
I-831,19990530-0112,completed,3.0,R_I-831_19990530-0112
I-5234,19990530-0112,not started,,R_I-5234_19990530-0112
I-515,19990530-0112,completed,3.0,R_I-515_19990530-0112
I-4073,19990530-0112,completed,4.0,R_I-4073_19990530-0112
I-5137,19990530-0112,registered,,R_I-5137_19990530-0112
I-5132,19990530-0112,registered,,R_I-5132_19990530-0112
I-5038,19990530-0112,withdrawn,,R_I-5038_19990530-0112
I-5245,19990530-0112,completed,3.0,R_I-5245_19990530-0112
I-5246,19990530-0112,completed,3.0,R_I-5246_19990530-0112
I-5247,19990530-0112,completed,5.0,R_I-5247_19990530-0112
I-3636,19961117-0113,completed,5.0,R_I-3636_19961117-0113
I-1653,19961117-0113,completed,5.0,R_I-1653_19961117-0113
I-5322,19961117-0113,withdrawn,,R_I-5322_19961117-0113
I-76,19961117-0113,withdrawn,,R_I-76_19961117-0113
I-5015,19961117-0113,not started,,R_I-5015_19961117-0113
I-190,19961117-0113,completed,5.0,R_I-190_19961117-0113
I-3338,19961117-0113,withdrawn,,R_I-3338_19961117-0113
I-397,19961117-0113,registered,,R_I-397_19961117-0113
I-298,19961117-0113,registered,,R_I-298_19961117-0113
I-299,19961117-0113,withdrawn,,R_I-299_19961117-0113
I-300,19961117-0113,registered,,R_I-300_19961117-0113
I-302,19961117-0113,withdrawn,,R_I-302_19961117-0113
I-2051,19981221-0114,registered,,R_I-2051_19981221-0114
I-793,19981221-0114,registered,,R_I-793_19981221-0114
I-995,19981221-0114,not started,,R_I-995_19981221-0114
I-2793,19981221-0114,registered,,R_I-2793_19981221-0114
I-999,19981221-0114,completed,5.0,R_I-999_19981221-0114
I-994,19981221-0114,not started,,R_I-994_19981221-0114
I-4878,19981221-0114,not started,,R_I-4878_19981221-0114
I-2585,19981221-0114,completed,3.0,R_I-2585_19981221-0114
I-1114,19981221-0114,not started,,R_I-1114_19981221-0114
I-1115,19981221-0114,completed,4.0,R_I-1115_19981221-0114
I-5416,19981221-0114,not started,,R_I-5416_19981221-0114
I-2168,19981221-0114,registered,,R_I-2168_19981221-0114
I-1737,19981221-0114,not started,,R_I-1737_19981221-0114
I-2173,19981221-0114,registered,,R_I-2173_19981221-0114
I-1118,19981221-0114,withdrawn,,R_I-1118_19981221-0114
I-2273,19981221-0114,not started,,R_I-2273_19981221-0114
I-700,19981221-0114,not started,,R_I-700_19981221-0114
I-4354,19981221-0114,registered,,R_I-4354_19981221-0114
I-1232,19981221-0114,withdrawn,,R_I-1232_19981221-0114
I-489,19981221-0114,withdrawn,,R_I-489_19981221-0114
I-2489,19950924-0115,not started,,R_I-2489_19950924-0115
I-3621,19950924-0115,registered,,R_I-3621_19950924-0115
I-4156,19950924-0115,completed,5.0,R_I-4156_19950924-0115
I-3622,19950924-0115,not started,,R_I-3622_19950924-0115
I-3737,19950924-0115,registered,,R_I-3737_19950924-0115
I-3738,19950924-0115,registered,,R_I-3738_19950924-0115
I-3438,19950924-0115,registered,,R_I-3438_19950924-0115
I-3739,19950924-0115,registered,,R_I-3739_19950924-0115
I-3740,19950924-0115,completed,4.0,R_I-3740_19950924-0115
I-4264,19950924-0115,registered,,R_I-4264_19950924-0115
I-915,19950924-0115,withdrawn,,R_I-915_19950924-0115
I-4797,19950924-0115,withdrawn,,R_I-4797_19950924-0115
I-4490,19970112-0116,registered,,R_I-4490_19970112-0116
I-4694,19970112-0116,withdrawn,,R_I-4694_19970112-0116
I-505,19970112-0116,completed,5.0,R_I-505_19970112-0116
I-4700,19970112-0116,completed,5.0,R_I-4700_19970112-0116
I-4816,19970112-0116,registered,,R_I-4816_19970112-0116
I-1574,19970112-0116,registered,,R_I-1574_19970112-0116
I-4819,19970112-0116,withdrawn,,R_I-4819_19970112-0116
I-4387,19970112-0116,completed,3.0,R_I-4387_19970112-0116
I-4927,19970112-0116,not started,,R_I-4927_19970112-0116
I-3664,19970112-0116,not started,,R_I-3664_19970112-0116
I-106,19970112-0116,registered,,R_I-106_19970112-0116
I-1270,19970112-0116,withdrawn,,R_I-1270_19970112-0116
I-1228,19960911-0117,registered,,R_I-1228_19960911-0117
I-702,19960911-0117,completed,3.0,R_I-702_19960911-0117
I-703,19960911-0117,withdrawn,,R_I-703_19960911-0117
I-701,19960911-0117,not started,,R_I-701_19960911-0117
I-815,19960911-0117,not started,,R_I-815_19960911-0117
I-816,19960911-0117,registered,,R_I-816_19960911-0117
I-820,19960911-0117,withdrawn,,R_I-820_19960911-0117
I-2717,19960911-0117,not started,,R_I-2717_19960911-0117
I-925,19960911-0117,completed,4.0,R_I-925_19960911-0117
I-927,19960911-0117,withdrawn,,R_I-927_19960911-0117
I-829,19960911-0117,not started,,R_I-829_19960911-0117
I-2610,19960911-0117,completed,5.0,R_I-2610_19960911-0117
I-1001,19970925-0118,completed,4.0,R_I-1001_19970925-0118
I-900,19970925-0118,registered,,R_I-900_19970925-0118
I-1003,19970925-0118,completed,5.0,R_I-1003_19970925-0118
I-1004,19970925-0118,not started,,R_I-1004_19970925-0118
I-1122,19970925-0118,not started,,R_I-1122_19970925-0118
I-2595,19970925-0118,completed,5.0,R_I-2595_19970925-0118
I-3729,19970925-0118,completed,3.0,R_I-3729_19970925-0118
I-1442,19970925-0118,not started,,R_I-1442_19970925-0118
I-811,19970925-0118,withdrawn,,R_I-811_19970925-0118
I-1235,19970925-0118,registered,,R_I-1235_19970925-0118
I-1237,19970925-0118,withdrawn,,R_I-1237_19970925-0118
I-2398,19970925-0118,completed,5.0,R_I-2398_19970925-0118
I-1239,19970925-0118,completed,3.0,R_I-1239_19970925-0118
I-2711,19961108-0119,withdrawn,,R_I-2711_19961108-0119
I-2713,19961108-0119,withdrawn,,R_I-2713_19961108-0119
I-2717,19961108-0119,registered,,R_I-2717_19961108-0119
I-1239,19961108-0119,withdrawn,,R_I-1239_19961108-0119
I-2822,19961108-0119,completed,3.0,R_I-2822_19961108-0119
I-1470,19961108-0119,completed,3.0,R_I-1470_19961108-0119
I-1984,19961108-0119,registered,,R_I-1984_19961108-0119
I-2829,19961108-0119,completed,3.0,R_I-2829_19961108-0119
I-1965,19960829-0120,not started,,R_I-1965_19960829-0120
I-3828,19960829-0120,completed,5.0,R_I-3828_19960829-0120
I-912,19960829-0120,not started,,R_I-912_19960829-0120
I-3322,19960829-0120,completed,4.0,R_I-3322_19960829-0120
I-3945,19960829-0120,registered,,R_I-3945_19960829-0120
I-3946,19960829-0120,completed,4.0,R_I-3946_19960829-0120
I-3948,19960829-0120,not started,,R_I-3948_19960829-0120
I-3949,19960829-0120,registered,,R_I-3949_19960829-0120
I-3633,19960829-0120,not started,,R_I-3633_19960829-0120
I-3952,19960829-0120,not started,,R_I-3952_19960829-0120
I-916,19960829-0120,not started,,R_I-916_19960829-0120
I-1243,19960829-0120,completed,3.0,R_I-1243_19960829-0120
I-4481,19960829-0120,not started,,R_I-4481_19960829-0120
I-929,19960829-0120,registered,,R_I-929_19960829-0120
I-4065,19960829-0120,registered,,R_I-4065_19960829-0120
I-1770,19960829-0120,not started,,R_I-1770_19960829-0120
I-4070,19960829-0120,withdrawn,,R_I-4070_19960829-0120
I-2300,19990317-0121,completed,5.0,R_I-2300_19990317-0121
I-3336,19990317-0121,completed,3.0,R_I-3336_19990317-0121
I-4591,19990317-0121,not started,,R_I-4591_19990317-0121
I-3445,19990317-0121,withdrawn,,R_I-3445_19990317-0121
I-301,19990317-0121,registered,,R_I-301_19990317-0121
I-5452,19990317-0121,registered,,R_I-5452_19990317-0121
I-4080,19990317-0121,completed,4.0,R_I-4080_19990317-0121
I-5135,19990317-0121,not started,,R_I-5135_19990317-0121
I-994,19990521-0122,completed,4.0,R_I-994_19990521-0122
I-4666,19990521-0122,completed,5.0,R_I-4666_19990521-0122
I-4978,19990521-0122,completed,4.0,R_I-4978_19990521-0122
I-795,19990521-0122,completed,5.0,R_I-795_19990521-0122
I-5092,19990521-0122,completed,5.0,R_I-5092_19990521-0122
I-2689,19990521-0122,completed,3.0,R_I-2689_19990521-0122
I-5094,19990521-0122,withdrawn,,R_I-5094_19990521-0122
I-5097,19990521-0122,withdrawn,,R_I-5097_19990521-0122
I-380,19990521-0122,completed,4.0,R_I-380_19990521-0122
I-5210,19990521-0122,withdrawn,,R_I-5210_19990521-0122
I-4044,19990521-0122,completed,4.0,R_I-4044_19990521-0122
I-4261,19990521-0122,not started,,R_I-4261_19990521-0122
I-1563,19950709-0123,withdrawn,,R_I-1563_19950709-0123
I-1028,19950709-0123,withdrawn,,R_I-1028_19950709-0123
I-1029,19950709-0123,registered,,R_I-1029_19950709-0123
I-1031,19950709-0123,withdrawn,,R_I-1031_19950709-0123
I-5226,19950709-0123,registered,,R_I-5226_19950709-0123
I-1984,19950709-0123,not started,,R_I-1984_19950709-0123
I-1034,19950709-0123,withdrawn,,R_I-1034_19950709-0123
I-1981,19950709-0123,completed,4.0,R_I-1981_19950709-0123
I-1037,19950709-0123,registered,,R_I-1037_19950709-0123
I-291,19950709-0123,not started,,R_I-291_19950709-0123
I-1150,19950709-0123,registered,,R_I-1150_19950709-0123
I-1151,19950709-0123,completed,5.0,R_I-1151_19950709-0123
I-1153,19950709-0123,withdrawn,,R_I-1153_19950709-0123
I-1159,19950709-0123,not started,,R_I-1159_19950709-0123
I-3358,19950709-0123,not started,,R_I-3358_19950709-0123
I-3464,19950709-0123,not started,,R_I-3464_19950709-0123
I-3559,19950709-0123,not started,,R_I-3559_19950709-0123
I-1266,19950709-0123,not started,,R_I-1266_19950709-0123
I-5318,19950214-0124,not started,,R_I-5318_19950214-0124
I-5319,19950214-0124,not started,,R_I-5319_19950214-0124
I-5320,19950214-0124,completed,4.0,R_I-5320_19950214-0124
I-4267,19950214-0124,withdrawn,,R_I-4267_19950214-0124
I-5436,19950214-0124,registered,,R_I-5436_19950214-0124
I-3239,19950214-0124,not started,,R_I-3239_19950214-0124
I-5438,19950214-0124,completed,4.0,R_I-5438_19950214-0124
I-5439,19950214-0124,withdrawn,,R_I-5439_19950214-0124
I-3819,19950817-0125,completed,4.0,R_I-3819_19950817-0125
I-3820,19950817-0125,not started,,R_I-3820_19950817-0125
I-3826,19950817-0125,registered,,R_I-3826_19950817-0125
I-3824,19950817-0125,registered,,R_I-3824_19950817-0125
I-3933,19950817-0125,registered,,R_I-3933_19950817-0125
I-2921,19950817-0125,registered,,R_I-2921_19950817-0125
I-3938,19950817-0125,withdrawn,,R_I-3938_19950817-0125
I-2599,19950817-0125,registered,,R_I-2599_19950817-0125
I-4052,19950817-0125,not started,,R_I-4052_19950817-0125
I-4054,19950817-0125,completed,3.0,R_I-4054_19950817-0125
I-1343,19950817-0125,completed,5.0,R_I-1343_19950817-0125
I-2500,19950817-0125,registered,,R_I-2500_19950817-0125
I-1652,19990405-0126,registered,,R_I-1652_19990405-0126
I-1236,19990405-0126,withdrawn,,R_I-1236_19990405-0126
I-3840,19990405-0126,not started,,R_I-3840_19990405-0126
I-290,19990405-0126,withdrawn,,R_I-290_19990405-0126
I-3955,19990405-0126,registered,,R_I-3955_19990405-0126
I-3958,19990405-0126,registered,,R_I-3958_19990405-0126
I-2194,19990405-0126,completed,3.0,R_I-2194_19990405-0126
I-3233,19990405-0126,registered,,R_I-3233_19990405-0126
I-4072,19990405-0126,completed,3.0,R_I-4072_19990405-0126
I-3047,19990405-0126,withdrawn,,R_I-3047_19990405-0126
I-1151,19990405-0126,withdrawn,,R_I-1151_19990405-0126
I-2944,19990405-0126,not started,,R_I-2944_19990405-0126
I-1319,19970422-0127,registered,,R_I-1319_19970422-0127
I-2485,19970422-0127,not started,,R_I-2485_19970422-0127
I-2064,19970422-0127,registered,,R_I-2064_19970422-0127
I-1327,19970422-0127,not started,,R_I-1327_19970422-0127
I-1440,19970422-0127,not started,,R_I-1440_19970422-0127
I-1441,19970422-0127,registered,,R_I-1441_19970422-0127
I-807,19970422-0127,completed,4.0,R_I-807_19970422-0127
I-1448,19970422-0127,withdrawn,,R_I-1448_19970422-0127
I-2252,19950225-0128,not started,,R_I-2252_19950225-0128
I-2458,19950225-0128,completed,4.0,R_I-2458_19950225-0128
I-4654,19950225-0128,not started,,R_I-4654_19950225-0128
I-4022,19950225-0128,not started,,R_I-4022_19950225-0128
I-894,19950225-0128,not started,,R_I-894_19950225-0128
I-2370,19950225-0128,completed,5.0,R_I-2370_19950225-0128
I-4548,19950225-0128,registered,,R_I-4548_19950225-0128
I-2056,19950225-0128,not started,,R_I-2056_19950225-0128
I-352,19980410-0129,withdrawn,,R_I-352_19980410-0129
I-2037,19980410-0129,registered,,R_I-2037_19980410-0129
I-5186,19980410-0129,withdrawn,,R_I-5186_19980410-0129
I-2039,19980410-0129,completed,3.0,R_I-2039_19980410-0129
I-4977,19980410-0129,completed,5.0,R_I-4977_19980410-0129
I-3918,19980410-0129,registered,,R_I-3918_19980410-0129
I-3919,19980410-0129,registered,,R_I-3919_19980410-0129
I-790,19980410-0129,completed,4.0,R_I-790_19980410-0129
I-4034,19980410-0129,completed,5.0,R_I-4034_19980410-0129
I-4035,19980410-0129,withdrawn,,R_I-4035_19980410-0129
I-3012,19980410-0129,completed,4.0,R_I-3012_19980410-0129
I-4350,19980410-0129,withdrawn,,R_I-4350_19980410-0129
I-4036,19980410-0129,completed,5.0,R_I-4036_19980410-0129
I-1739,19980410-0129,not started,,R_I-1739_19980410-0129
I-4040,19980410-0129,withdrawn,,R_I-4040_19980410-0129
I-4039,19980410-0129,registered,,R_I-4039_19980410-0129
I-2284,19980617-0130,completed,4.0,R_I-2284_19980617-0130
I-2286,19980617-0130,registered,,R_I-2286_19980617-0130
I-2285,19980617-0130,withdrawn,,R_I-2285_19980617-0130
I-1443,19980617-0130,registered,,R_I-1443_19980617-0130
I-2396,19980617-0130,withdrawn,,R_I-2396_19980617-0130
